sentence,pred_sentence,sentence_tok,pred_sentence_tok,sentence_deepcut,pred_sentence_deepcut
ห้องของนายบัคเก็ตห้ามเคาะประตูหรือกดกริ่ง,ห้องของนายบัคเก็ตห้ามเคาะประตูหรือกดกริ่ง,ห้อง ของ นาย บัคเก็ต ห้าม เคาะ ประตู หรือ กดกริ่ง,ห้อง ของ นาย บัคเก็ต ห้าม เคาะ ประตู หรือ กดกริ่ง,ห้อง ของ นายบัคเก็ต ห้าม เคาะ ประตู หรือ กด กริ่ง,ห้อง ของ นายบัคเก็ต ห้าม เคาะ ประตู หรือ กด กริ่ง
กวางที่ตกใจกำลังกลัวจนทำให้มันตกลงไปบนถนน,ความที่ตกใจกําลังกล้วจนทําให้มันตกลงไปบนถนน,กวาง ที่ ตกใจ กำลัง กลัว จน ทำให้ มัน ตกลง ไป บน ถนน,ความ ที่ ตกใจ กํา ลัง กล้วจนทํา ให้ มัน ตกลง ไป บน ถนน,กวาง ที่ ตกใจ กำลัง กลัว จน ทำ ให้ มัน ตก ลง ไป บน ถนน,ความ ที่ ตกใจ กํา ลังกล้ว จน ทํา ให้ มัน ตก ลง ไป บน ถนน
การแบ่งโควตารัฐมนตรีของพรรคร่วมมักได้คนที่ไม่เกี่ยวข้องมาทำงาน,การแบ่งโควต้ารฐมนตรีของพรรคร่วมมักได้คนที่ไม่เกี่ยวข้องมาทํางาน,การ แบ่ง โควตา รัฐมนตรี ของ พรรค ร่วม มักได้ คน ที่ ไม่ เกี่ยวข้อง มา ทำงาน,การ แบ่ง โควต้า รฐ มนตรี ของ พรรค ร่วม มักได้ คน ที่ ไม่ เกี่ยวข้อง มา ทํา งาน,การ แบ่ง โควตา รัฐมนตรี ของ พรรค ร่วม มัก ได้ คน ที่ ไม่ เกี่ยวข้อง มา ทำ งาน,การ แบ่ง โควต้า รฐมนตรี ของ พรรค ร่วม มัก ได้ คน ที่ ไม่ เกี่ยวข้อง มา ทํา งาน
จังหวัด,จังหวัด,จังหวัด,จังหวัด,จังหวัด,จังหวัด
เธอเป็นเพียงแค่,เธอเป็นเพียงแค่,เธอ เป็น เพียงแค่,เธอ เป็น เพียงแค่,เธอ เป็น เพียง แค่,เธอ เป็น เพียง แค่
ไม่มีอะไรเกิดขึ้นแล้ว,ไม่มีอะไรเกิดขึ้นแล้ว,ไม่ มี อะไร เกิดขึ้น แล้ว,ไม่ มี อะไร เกิดขึ้น แล้ว,ไม่ มี อะไร เกิด ขึ้น แล้ว,ไม่ มี อะไร เกิด ขึ้น แล้ว
พวกเราไม่ได้สร้อยคอมา,พวกเราไม่ได้สร้อยคอมา,พวกเรา ไม่ ได้ สร้อยคอ มา,พวกเรา ไม่ ได้ สร้อยคอ มา,พวก เรา ไม่ ได้ สร้อย คอ มา,พวก เรา ไม่ ได้ สร้อย คอ มา
การแก่เป็นเรื่องธรรมชาติแต่เราจะแก่อย่างไรขึ้นอยู่กับวิธีที่เราดูแลตัวเอง,การแก้เป็นเรื่องธรรมชาติแต่เราจะแก้อย่างไรขึ้นอยู่กับวิธีที่เราดูแลตัวเอง,การ แก่ เป็นเรื่อง ธรรมชาติ แต่ เรา จะ แก่ อย่างไร ขึ้นอยู่กับ วิธี ที่ เรา ดูแลตัวเอง,การ แก้ เป็นเรื่อง ธรรมชาติ แต่ เรา จะ แก้ อย่างไร ขึ้นอยู่กับ วิธี ที่ เรา ดูแลตัวเอง,การ แก่ เป็น เรื่อง ธรรมชาติ แต่ เรา จะ แก่ อย่าง ไร ขึ้น อยู่ กับ วิธี ที่ เรา ดูแล ตัว เอง,การ แก้ เป็น เรื่อง ธรรมชาติ แต่ เรา จะ แก้ อย่าง ไร ขึ้น อยู่ กับ วิธี ที่ เรา ดูแล ตัว เอง
ฉันถอดสายแล้วแต่ทำไมไอคอนมันยังคงแสดงว่ามันกำลังชาร์จอยู่ล่ะ,ฉันถอดสายแล้วแต่ทําไมคอนมันยังคงแสดงว่ามันกําลังช้าอยู่ล่ะ,ฉัน ถอด สาย แล้วแต่ ทำไม ไอคอน มัน ยังคง แสดงว่า มัน กำลัง ชาร์จ อยู่ ล่ะ,ฉัน ถอด สาย แล้วแต่ ทําไม คอน มัน ยังคง แสดงว่า มัน กํา ลัง ช้า อยู่ ล่ะ,ฉัน ถอด สาย แล้วแต่ ทำไม ไอ คอนมัน ยังคง แสดง ว่า มัน กำลัง ชาร์จ อยู่ ล่ะ,ฉัน ถอด สาย แล้ว แต่ ทําไม คอนมัน ยังคง แสดง ว่า มัน กํา ลัง ช้า อยู่ ล่ะ
เจ็ดโมงเช้า,เจ็ดโมงเช่า,เจ็ด โมง เช้า,เจ็ด โมง เช่า,เจ็ดโมง เช้า,เจ็ดโมง เช่า
ฉันใช้ความฉลาดและเสื้อเชิ้ต,ฉันใช้ความฉลาดและเสื้อเชิ้ต,ฉัน ใช้ ความ ฉลาด และ เสื้อเชิ้ต,ฉัน ใช้ ความ ฉลาด และ เสื้อเชิ้ต,ฉัน ใช้ ความ ฉลาด และ เสื้อ เชิ้ต,ฉัน ใช้ ความ ฉลาด และ เสื้อ เชิ้ต
ในฤดูใบไม้ผลิชาวนาหว่านเมล็ดพืชของเขา,ในฤดูใบไม้ผลิชาวนาหว่านเมล็ดพืชของเขา,ใน ฤดูใบไม้ผลิ ชาว นาหว่าน เมล็ด พืช ของ เขา,ใน ฤดูใบไม้ผลิ ชาว นาหว่าน เมล็ด พืช ของ เขา,ใน ฤดู ใบ ไม้ ผลิ ชาว นา หว่าน เมล็ด พืช ของ เขา,ใน ฤดู ใบ ไม้ ผลิ ชาว นา หว่าน เมล็ด พืช ของ เขา
นาฬิกา,นาฬิกา,นาฬิกา,นาฬิกา,นาฬิกา,นาฬิกา
ต้องเปลี่ยนประตูภายในบ้านใหม่เพราะพวกมันน่าเกลียดมาก,ต้องเปลี่ยนประตูภายในบ้านใหม่เพราะมันน่าเกลียดมาก,ต้อง เปลี่ยน ประตู ภายในบ้าน ใหม่ เพราะ พวก มัน น่าเกลียด มาก,ต้อง เปลี่ยน ประตู ภายในบ้าน ใหม่ เพราะ มัน น่าเกลียด มาก,ต้อง เปลี่ยน ประตู ภาย ใน บ้าน ใหม่ เพราะ พวก มัน น่า เกลียด มาก,ต้อง เปลี่ยน ประตู ภาย ใน บ้าน ใหม่ เพราะ มัน น่า เกลียด มาก
อย่างไรก็ตามเงินรายได้จากการนี้อาจไม่มากนักเมื่อเปรียบเทียบกับจำนวนนักท่องเที่ยว,อย่างไรก็ตามเงินรายได้จากการนี้อาจไม่มากนักเมื่อเปรียบเทียบกับจํานวนนักท่องเที่ยว,อย่างไรก็ตาม เงินรายได้ จาก การ นี้ อาจ ไม่ มาก นัก เมื่อ เปรียบเทียบ กับ จำนวน นักท่องเที่ยว,อย่างไรก็ตาม เงินรายได้ จาก การ นี้ อาจ ไม่ มาก นัก เมื่อ เปรียบเทียบ กับ จํานวน นักท่องเที่ยว,อย่าง ไร ก็ตาม เงิน ราย ได้ จาก การ นี้ อาจ ไม่ มาก นัก เมื่อ เปรียบเทียบ กับ จำนวน นัก ท่องเที่ยว,อย่าง ไร ก็ตาม เงิน ราย ได้ จาก การ นี้ อาจ ไม่ มาก นัก เมื่อ เปรียบเทียบ กับ จํานวน นัก ท่องเที่ยว
มีที่จอดรถว่างอีกเท่าไหร่,มีที่จอดรถว่างเท่าไหร่,มี ที่จอดรถ ว่าง อีก เท่าไหร่,มี ที่จอดรถ ว่าง เท่าไหร่,มี ที่ จอด รถ ว่าง อีก เท่า ไหร่,มี ที่ จอด รถ ว่าง เท่า ไหร่
ดึงลูกดอกออกจากจุกไม้ก๊อก,ดึงลูกดอกออกจากจุดไม่หรอก,ดึง ลูกดอก ออกจาก จุก ไม้ ก๊อก,ดึง ลูกดอก ออกจาก จุด ไม่ หรอก,ดึง ลูก ดอก ออก จาก จุก ไม้ ก๊อก,ดึง ลูก ดอก ออก จาก จุด ไม่ หรอก
เจ็ดสิบสี่ไมล์,เจ็ดสิบสี่มั้ย,เจ็ดสิบ สี่ ไมล์,เจ็ดสิบ สี่ มั้ย,เจ็ด สิบ สี่ ไมล์,เจ็ด สิบสี่ มั้ย
และตลอดเวลาที่เธอไม่สบายใจเพิ่มขึ้น,และตลอดเวลาที่เธอไม่สบายใจเพิ่มขึ้น,และ ตลอดเวลา ที่ เธอ ไม่ สบายใจ เพิ่มขึ้น,และ ตลอดเวลา ที่ เธอ ไม่ สบายใจ เพิ่มขึ้น,และ ตลอด เวลา ที่ เธอ ไม่ สบายใจ เพิ่ม ขึ้น,และ ตลอด เวลา ที่ เธอ ไม่ สบายใจ เพิ่ม ขึ้น
จริงจริงแล้วมันเป็นข้อผิดพลาดทั่วไปในการตัดสิน,จริงแล้วมันเป็นข้อผิดพลาดทั่วไปในการตัดสิน,จริง จริง แล้ว มัน เป็น ข้อผิดพลาด ทั่วไป ใน การ ตัดสิน,จริง แล้ว มัน เป็น ข้อผิดพลาด ทั่วไป ใน การ ตัดสิน,จริงจริง แล้ว มัน เป็น ข้อ ผิดพลาด ทั่วไป ใน การ ตัดสิน,จริง แล้ว มัน เป็น ข้อ ผิดพลาด ทั่วไป ใน การ ตัดสิน
สิทธิที่จะบอกผู้คนถึงเรื่องที่พวกเขาไม่อยากได้ยิน,สิทธิ์ที่จะบอกผู้คนถึงเรื่องราวที่พวกเขาไม่อยากได้ยิน,สิทธิ ที่จะ บอก ผู้คน ถึง เรื่อง ที่ พวกเขา ไม่ อยาก ได้ยิน,สิทธิ์ ที่จะ บอก ผู้คน ถึง เรื่องราว ที่ พวกเขา ไม่ อยาก ได้ยิน,สิทธิ ที่ จะ บอก ผู้คน ถึง เรื่อง ที่ พวก เขา ไม่ อยาก ได้ยิน,สิทธิ์ ที่ จะ บอก ผู้คน ถึง เรื่องราว ที่ พวก เขา ไม่ อยาก ได้ยิน
ฉันไม่มีกำลังนับ,ฉันไม่มีกําลังนับ,ฉัน ไม่ มี กำลัง นับ,ฉัน ไม่ มี กํา ลัง นับ,ฉัน ไม่ มี กำลัง นับ,ฉัน ไม่ มี กํา ลัง นับ
การบรรยายทำให้สมองของฉันแทบจะระเบิด,การบรรยายทําให้สมองของฉันแทบจะระเบิด,การบรรยาย ทำให้ สมอง ของ ฉัน แทบจะ ระเบิด,การบรรยาย ทํา ให้ สมอง ของ ฉัน แทบจะ ระเบิด,การ บรรยาย ทำ ให้ สมอง ของ ฉัน แทบ จะ ระเบิด,การ บรรยาย ทํา ให้ สมอง ของ ฉัน แทบ จะ ระเบิด
ตอนฉันยังเด็กฉันพบว่าเด็กผู้ชายมีความฝันอยากเป็นคนขับเครื่องยนต์ต่างต่าง,ตอนฉันยังเด็กฉันพบว่าเด็กผู้ชายมีความฝันอยากเป็นคนขับเครื่องยนต์ต่างๆ,ตอน ฉัน ยัง เด็ก ฉัน พบ ว่า เด็กผู้ชาย มี ความฝัน อยาก เป็น คนขับ เครื่องยนต์ ต่าง ต่าง,ตอน ฉัน ยัง เด็ก ฉัน พบ ว่า เด็กผู้ชาย มี ความฝัน อยาก เป็น คนขับ เครื่องยนต์ ต่างๆ,ตอน ฉัน ยัง เด็ก ฉัน พบ ว่า เด็ก ผู้ ชาย มี ความ ฝัน อยาก เป็น คน ขับ เครื่อง ยนต์ ต่าง ต่าง,ตอน ฉัน ยัง เด็ก ฉัน พบ ว่า เด็ก ผู้ ชาย มี ความ ฝัน อยาก เป็น คน ขับ เครื่อง ยนต์ ต่างๆ
สิบแปดสัปดาห์,สิบแปดสัปดาห์,สิบ แปด สัปดาห์,สิบ แปด สัปดาห์,สิบ แปด สัปดาห์,สิบ แปด สัปดาห์
ฉันคิดถึงของเล่นเก่าเก่า,ฉันคิดถึงของเล่นเก่าเก่า,ฉัน คิดถึง ของเล่น เก่า เก่า,ฉัน คิดถึง ของเล่น เก่า เก่า,ฉัน คิด ถึง ของ เล่น เก่า เก่า,ฉัน คิด ถึง ของ เล่น เก่า เก่า
พวกเขาเซ็นจดหมายจากหวานใจของคนที่พักอยู่เพื่อส่งให้พวกเขา,พวกเขาเซ็นจดหมายจากหวานใจของคนที่พักอยู่เพื่อส่งให้พวกเขา,พวกเขา เซ็น จดหมาย จาก หวานใจ ของ คน ที่พัก อยู่ เพื่อ ส่ง ให้ พวกเขา,พวกเขา เซ็น จดหมาย จาก หวานใจ ของ คน ที่พัก อยู่ เพื่อ ส่ง ให้ พวกเขา,พวก เขา เซ็น จดหมาย จาก หวานใจ ของ คน ที่ พัก อยู่ เพื่อ ส่ง ให้ พวก เขา,พวก เขา เซ็น จดหมาย จาก หวานใจ ของ คน ที่ พัก อยู่ เพื่อ ส่ง ให้ พวก เขา
ฉันต้องการชำระด้วยเงินสดแทนที่จะใช้บัตรชำระเงินแบบไม่ต้องสัมผัส,ฉันต้องการชําระด้วยเงินสดแทนที่จะใช้บัตรชําระเงินแบบไม่ต้องสัมผัส,ฉัน ต้องการ ชำระ ด้วย เงินสด แทนที่จะ ใช้ บัตร ชำระเงิน แบบ ไม่ต้อง สัมผัส,ฉัน ต้องการ ชํา ระ ด้วย เงินสด แทนที่จะ ใช้ บัตร ชํา ระ เงิน แบบ ไม่ต้อง สัมผัส,ฉัน ต้องการ ชำระ ด้วย เงิน สด แทน ที่ จะ ใช้ บัตร ชำระ เงิน แบบ ไม่ ต้อง สัมผัส,ฉัน ต้องการ ชําระด้วย เงิน สด แทน ที่ จะ ใช้ บัตร ชํา ระเงิน แบบ ไม่ ต้อง สัมผัส
ตอนเย็นกูจะไปเจอไอ้เต้ยไปด้วยกันไหมทุ่มนึง,ตอนเย็นคุณจะไปเจอใบเตยไปด้วยกันมั้ยทุ่มนึง,ตอนเย็น กู จะ ไป เจอ ไอ้ เต้ย ไป ด้วยกัน ไหม ทุ่ม นึง,ตอนเย็น คุณ จะ ไป เจอ ใบ เตย ไป ด้วยกัน มั้ย ทุ่ม นึง,ตอน เย็น กู จะ ไป เจอ ไอ้เต้ย ไป ด้วย กัน ไหม ทุ่มนึง,ตอน เย็น คุณ จะ ไป เจอ ใบ เตย ไป ด้วย กัน มั้ย ทุ่มนึง
ได้โปรดเอาซุปมาให้หน่อย,ได้โปรดเอาซุปมาให้หน่อย,ได้ โปรด เอา ซุป มา ให้ หน่อย,ได้ โปรด เอา ซุป มา ให้ หน่อย,ได้ โปรด เอา ซุป มา ให้ หน่อย,ได้ โปรด เอา ซุป มา ให้ หน่อย
จนกว่าจะมีการพิพากษาถึงที่สุดผู้ถูกกล่าวหายังเป็นผู้บริสุทธิ์อยู่,จนกว่าจะมีการพิพากษาถึงที่สุดผู้ถูกกล่าวหายังเป็นผู้บริสุทธิ์อยู่,จนกว่า จะ มี การ พิพากษา ถึงที่สุด ผู้ถูกกล่าวหา ยัง เป็น ผู้บริสุทธิ์ อยู่,จนกว่า จะ มี การ พิพากษา ถึงที่สุด ผู้ถูกกล่าวหา ยัง เป็น ผู้บริสุทธิ์ อยู่,จนกว่า จะ มี การ พิพากษา ถึง ที่สุด ผู้ ถูก กล่าวหา ยัง เป็น ผู้ บริสุทธิ์ อยู่,จนกว่า จะ มี การ พิพากษา ถึง ที่สุด ผู้ ถูก กล่าวหา ยัง เป็น ผู้ บริสุทธิ์ อยู่
ฉันมีความต้องการ,ฉันมีความต้องการ,ฉัน มี ความต้องการ,ฉัน มี ความต้องการ,ฉัน มี ความ ต้องการ,ฉัน มี ความ ต้องการ
คุณไม่ได้ตั้งใจจะพูดแบบนั้น,คุณไม่ได้ตั้งใจจะพูดแบบนั้น,คุณ ไม่ ได้ ตั้งใจ จะ พูด แบบ นั้น,คุณ ไม่ ได้ ตั้งใจ จะ พูด แบบ นั้น,คุณ ไม่ ได้ ตั้งใจ จะ พูด แบบ นั้น,คุณ ไม่ ได้ ตั้งใจ จะ พูด แบบ นั้น
ฉันขอเสนอการโจมตีด้วยพจนานุกรมแทนที่จะใช้กำลังดุร้าย,ฉันขอเสนอการโจมตีด้วยพจนานุกรมแทนที่จะใช้กําลังดุร้าย,ฉัน ขอ เสนอ การ โจมตี ด้วย พจนานุกรม แทนที่จะ ใช้กำลัง ดุร้าย,ฉัน ขอ เสนอ การ โจมตี ด้วย พจนานุกรม แทนที่จะ ใช้ กํา ลัง ดุร้าย,ฉัน ขอ เสนอ การ โจมตี ด้วย พจนานุกรม แทน ที่ จะ ใช้ กำลัง ดุร้าย,ฉัน ขอ เสนอ การ โจมตี ด้วย พจนานุกรม แทน ที่ จะ ใช้ กําลังดุร้าย
กลับไปที่แผนงานเดิมของเรากันเถอะฉันว่า,กลับไปที่แผนงานเดิมของเรากันเถอะฉันว่า,กลับ ไป ที่ แผนงาน เดิม ของ เรา กัน เถอะ ฉัน ว่า,กลับ ไป ที่ แผนงาน เดิม ของ เรา กัน เถอะ ฉัน ว่า,กลับ ไป ที่ แผน งาน เดิม ของ เรา กัน เถอะ ฉัน ว่า,กลับ ไป ที่ แผน งาน เดิม ของ เรา กัน เถอะ ฉัน ว่า
บทเพลงช่างจับใจ,บทเพลงช่างจับใจ,บทเพลง ช่าง จับใจ,บทเพลง ช่าง จับใจ,บท เพลง ช่าง จับใจ,บท เพลง ช่าง จับใจ
วันสงกรานต์,วันสงกรานต์,วันสงกรานต์,วันสงกรานต์,วัน สงกรานต์,วัน สงกรานต์
ขอบคุณโดโรธีกล่าวขอบคุณอย่างสุดซึ้ง,ขอบคุณดอโรธีกล่าวขอบคุณอย่างสุดซึ้ง,ขอบคุณ โด โร ธี กล่าว ขอบคุณ อย่าง สุดซึ้ง,ขอบคุณ ดอ โร ธี กล่าว ขอบคุณ อย่าง สุดซึ้ง,ขอบคุณโดโรธี กล่าว ขอบคุณ อย่าง สุดซึ้ง,ขอบคุณ ดอโรธี กล่าว ขอบคุณ อย่าง สุดซึ้ง
การมีอะไรในมือมันดีกว่ามัวแต่เฝ้าหวังเฝ้ารอ,การมีอะไรในมือมันดีกว่ามัวแต่เฝ้าหวังเฝ้ารอ,การ มี อะไร ใน มือ มัน ดีกว่า มัวแต่ เฝ้า หวัง เฝ้ารอ,การ มี อะไร ใน มือ มัน ดีกว่า มัวแต่ เฝ้า หวัง เฝ้ารอ,การ มี อะไร ใน มือ มัน ดี กว่า มัว แต่ เฝ้า หวัง เฝ้า รอ,การ มี อะไร ใน มือ มัน ดี กว่า มัว แต่ เฝ้า หวัง เฝ้า รอ
แท็กซี่สุวรรณภูมิช่างน่าปวดหัว,แท็กซี่สุวรรณภูมิช่างน่าปวดหัว,แท็กซี่ สุวรรณภูมิ ช่าง น่า ปวดหัว,แท็กซี่ สุวรรณภูมิ ช่าง น่า ปวดหัว,แท็กซี่ สุวรรณภูมิ ช่าง น่า ปวด หัว,แท็กซี่ สุวรรณภูมิ ช่าง น่า ปวด หัว
ว่าแต่อะไรที่จะกลายเป็นเด็กทารกล่ะเจ้าแมวถาม,ว่าแต่อะไรที่จะกลายเป็นเด็กทารกล่ะเจ้าแมวถาม,ว่าแต่ อะไร ที่จะ กลายเป็น เด็กทารก ล่ะ เจ้า แมว ถาม,ว่าแต่ อะไร ที่จะ กลายเป็น เด็กทารก ล่ะ เจ้า แมว ถาม,ว่า แต่ อะไร ที่ จะ กลาย เป็น เด็ก ทารก ล่ะ เจ้าแมวถาม,ว่า แต่ อะไร ที่ จะ กลาย เป็น เด็ก ทารก ล่ะ เจ้าแมวถาม
ข้อความแสดงเจตนาควรจะชัดเจนและไม่คลุมเครือ,ข้อความแสดงเจตนาควรจะชัดเจนและไม่คลุมเครือ,ข้อความ แสดงเจตนา ควรจะ ชัดเจน และ ไม่ คลุมเครือ,ข้อความ แสดงเจตนา ควรจะ ชัดเจน และ ไม่ คลุมเครือ,ข้อ ความ แสดง เจตนา ควร จะ ชัดเจน และ ไม่ คลุมเครือ,ข้อ ความ แสดง เจตนา ควร จะ ชัดเจน และ ไม่ คลุมเครือ
กล้องหลัง,กล้องหลัง,กล้อง หลัง,กล้อง หลัง,กล้อง หลัง,กล้อง หลัง
วัวแก่ทำให้ร่องตรง,หัวแกทําให้ร่องตรง,วัว แก่ ทำให้ ร่อง ตรง,หัว แก ทํา ให้ ร่อง ตรง,วัว แก่ ทำ ให้ ร่อง ตรง,หัว แก ทํา ให้ ร่องตรง
กระโดดข้ามหลุมโดยใช้ไม้ค้ำยาวยาวช่วย,กระโดดข้ามกลุ่มโดยใช้ไม้ค้ํายาวช่วย,กระโดด ข้าม หลุม โดย ใช้ ไม้ ค้ำ ยาว ยาว ช่วย,กระโดด ข้าม กลุ่ม โดย ใช้ ไม้ ค้ํา ยาว ช่วย,กระโดด ข้าม หลุม โดย ใช้ ไม้ ค้ำ ยาวยาว ช่วย,กระโดด ข้าม กลุ่ม โดย ใช้ ไม้ ค้ ํายาว ช่วย
ยังคงมีรถจอดอยู่ตรงนั้น,ยังคงมีรถจอดอยู่ตรงนั้น,ยังคง มี รถ จอด อยู่ ตรงนั้น,ยังคง มี รถ จอด อยู่ ตรงนั้น,ยังคง มี รถ จอด อยู่ ตรง นั้น,ยังคง มี รถ จอด อยู่ ตรง นั้น
ฉันหวังว่าจะได้เห็นว่าแฮรี่จะรับมันยังไง,ฉันหวังว่าจะได้เห็นว่าแฮร์รี่จะรับมันยังไง,ฉัน หวัง ว่า จะ ได้ เห็น ว่า แฮ รี่ จะ รับ มัน ยังไง,ฉัน หวัง ว่า จะ ได้ เห็น ว่า แฮร์รี่ จะ รับ มัน ยังไง,ฉัน หวัง ว่า จะ ได้ เห็น ว่า แฮรี่ จะ รับ มัน ยัง ไง,ฉัน หวัง ว่า จะ ได้ เห็น ว่า แฮร์ รี่ จะ รับ มัน ยัง ไง
เหมือนรูปที่มีทุกบ้าน,เหมือนรูปที่มีทุกบ้าน,เหมือน รูป ที่ มี ทุก บ้าน,เหมือน รูป ที่ มี ทุก บ้าน,เหมือน รูป ที่ มี ทุก บ้าน,เหมือน รูป ที่ มี ทุก บ้าน
แค่รถของคุณมีที่จอด,แค่รถของคุณมีที่จอด,แค่ รถ ของ คุณ มี ที่ จอด,แค่ รถ ของ คุณ มี ที่ จอด,แค่ รถ ของ คุณ มี ที่ จอด,แค่ รถ ของ คุณ มี ที่ จอด
กรุงธนบุรี,กรุงธนบุรี,กรุงธนบุรี,กรุงธนบุรี,กรุงธนบุรี,กรุงธนบุรี
เขามีคดีติดตัว,ของมีคดีติดตัว,เขา มีคดี ติดตัว,ของ มีคดี ติดตัว,เขา มี คดี ติด ตัว,ของ มี คดี ติด ตัว
นอกจากนี้แล้วรถก็กลับเข้ามาในเมืองตอนสี่โมง,นอกจากนี้แล้วรถก็กลับเข้ามาในเมืองตอนสี่โมง,นอกจากนี้ แล้ว รถ ก็ กลับ เข้ามา ใน เมือง ตอน สี่ โมง,นอกจากนี้ แล้ว รถ ก็ กลับ เข้ามา ใน เมือง ตอน สี่ โมง,นอก จาก นี้ แล้ว รถ ก็ กลับ เข้า มา ใน เมือง ตอน สี่โมง,นอก จาก นี้ แล้ว รถ ก็ กลับ เข้า มา ใน เมือง ตอน สี่โมง
เสียงที่ดังที่สุดเกิดจากภาชนะที่ว่างเปล่า,เสียงที่ดังที่สุดเกิดจากภาชนะที่ว่างเปล่า,เสียง ที่ ดัง ที่สุด เกิด จาก ภาชนะ ที่ว่างเปล่า,เสียง ที่ ดัง ที่สุด เกิด จาก ภาชนะ ที่ว่างเปล่า,เสียง ที่ ดัง ที่สุด เกิด จาก ภาชนะ ที่ ว่างเปล่า,เสียง ที่ ดัง ที่สุด เกิด จาก ภาชนะ ที่ ว่างเปล่า
ฉันใช้ภาพในความสำคัญ,ฉันใช้ภาพในความสําคัญ,ฉัน ใช้ ภาพ ใน ความสำคัญ,ฉัน ใช้ ภาพ ใน ความ สําคัญ,ฉัน ใช้ ภาพ ใน ความ สำคัญ,ฉัน ใช้ ภาพ ใน ความ สําคัญ
ขึ้นลิฟต์เถอะถ้าคุณเห็นด้วยขึ้นลิฟต์จะประหยัดเวลากว่า,ขึ้นลิฟต์เธอถ้าคุณเห็นด้วยครึ่งลิตรจะประหยัดเวลากว่า,ขึ้น ลิฟต์ เถอะ ถ้า คุณ เห็นด้วย ขึ้น ลิฟต์ จะ ประหยัดเวลา กว่า,ขึ้น ลิฟต์ เธอ ถ้า คุณ เห็นด้วย ครึ่ง ลิตร จะ ประหยัดเวลา กว่า,ขึ้น ลิฟต์ เถอะ ถ้า คุณ เห็น ด้วย ขึ้น ลิฟต์ จะ ประหยัด เวลา กว่า,ขึ้น ลิฟต์ เธอ ถ้า คุณ เห็น ด้วย ครึ่ง ลิตร จะ ประหยัด เวลา กว่า
กฎหมายหมิ่นพระบรมเดชานุภาพ,กฎหมายหมิ่นพระบรมเดชานุภาพ,กฎหมาย หมิ่นพระบรมเดชานุภาพ,กฎหมาย หมิ่นพระบรมเดชานุภาพ,กฎหมาย หมิ่น พระบรมเดชานุภาพ,กฎหมาย หมิ่น พระบรมเดชานุภาพ
ไฟแอลอีดีบ่งบอกว่าอุปกรณ์ตรวจหายังใช้งานได้ดีอยู่,ไฟแอลอีดีบ่งบอกว่าอุปกรณ์ตรวจหายังใช้งานได้ดีอยู่,ไฟ แอล อี ดี บ่งบอก ว่า อุปกรณ์ ตรวจหา ยัง ใช้งาน ได้ดี อยู่,ไฟ แอล อี ดี บ่งบอก ว่า อุปกรณ์ ตรวจหา ยัง ใช้งาน ได้ดี อยู่,ไฟแอลอีดี บ่งบอก ว่า อุปกรณ์ ตรวจ หา ยัง ใช้ งาน ได้ ดี อยู่,ไฟแอลอีดี บ่งบอก ว่า อุปกรณ์ ตรวจ หา ยัง ใช้ งาน ได้ ดี อยู่
ถ้อยคำต่างต่างที่พูดออกมาถูกเรียบเรียงออกมาเป็นอย่างดี,ถ้อยคําต่างๆที่พูดออกมาถูกเรียบเรียงออกมาเป็นอย่างดี,ถ้อยคำ ต่าง ต่าง ที่ พูด ออกมา ถูก เรียบเรียง ออกมา เป็น อย่าง ดี,ถ้อย คํา ต่างๆ ที่ พูด ออกมา ถูก เรียบเรียง ออกมา เป็น อย่าง ดี,ถ้อยคำ ต่าง ต่าง ที่ พูด ออก มา ถูก เรียบเรียง ออก มา เป็น อย่าง ดี,ถ้อยคํา ต่างๆ ที่ พูด ออก มา ถูก เรียบเรียง ออก มา เป็น อย่าง ดี
พูดเหมือนว่าคุณมีบางอย่างจะพูดกับเธอ,พูดเหมือนว่าคุณมีบางอย่างจะพูดกับเธอ,พูด เหมือนว่า คุณ มี บางอย่าง จะ พูด กับ เธอ,พูด เหมือนว่า คุณ มี บางอย่าง จะ พูด กับ เธอ,พูด เหมือน ว่า คุณ มี บาง อย่าง จะ พูด กับ เธอ,พูด เหมือน ว่า คุณ มี บาง อย่าง จะ พูด กับ เธอ
บ้านหลังใหญ่มีก๊อกน้ำร้อน,บ้านหลังใหญ่มีก๊อกน้ําร้อน,บ้าน หลัง ใหญ่ มี ก๊อก น้ำร้อน,บ้าน หลัง ใหญ่ มี ก๊อก น้ํา ร้อน,บ้าน หลัง ใหญ่ มี ก๊อก น้ำ ร้อน,บ้าน หลัง ใหญ่ มี ก๊อก น้ํา ร้อน
ฉันฟื้นฟูตัวเองและเดินไปบ้านต่อ,ฉันฟื้นฟูตัวเองและเดินไปบ้านต่อ,ฉัน ฟื้นฟู ตัวเอง และ เดิน ไป บ้าน ต่อ,ฉัน ฟื้นฟู ตัวเอง และ เดิน ไป บ้าน ต่อ,ฉัน ฟื้นฟู ตัว เอง และ เดิน ไป บ้าน ต่อ,ฉัน ฟื้นฟู ตัว เอง และ เดิน ไป บ้าน ต่อ
เหรียญ,เหรียญ,เหรียญ,เหรียญ,เหรียญ,เหรียญ
