sentence,pred_sentence,sentence_tok,pred_sentence_tok,sentence_deepcut,pred_sentence_deepcut
ฉันยังไม่ได้กินข้าวเลย,ฉันยังไม่ได้กินข้าวเลย,ฉัน ยัง ไม่ ได้ กินข้าว เลย,ฉัน ยัง ไม่ ได้ กินข้าว เลย,ฉัน ยัง ไม่ ได้ กิน ข้าว เลย,ฉัน ยัง ไม่ ได้ กิน ข้าว เลย
เขาถามอะไรคุณ,ก็ถามอะไรคุณ,เขา ถาม อะไร คุณ,ก็ ถาม อะไร คุณ,เขา ถาม อะไร คุณ,ก็ ถาม อะไร คุณ
อ้อนวอนต่อสภาเพื่อปล่อยโจรผู้น่าสงสาร,อ้อนวอนต่อสภาผู้ปล่อยโจรผู้น่าสงสาร,อ้อนวอน ต่อ สภา เพื่อ ปล่อย โจร ผู้ น่าสงสาร,อ้อนวอน ต่อ สภา ผู้ ปล่อย โจร ผู้ น่าสงสาร,อ้อนวอน ต่อ สภา เพื่อ ปล่อย โจร ผู้ น่า สงสาร,อ้อนวอน ต่อสภา ผู้ ปล่อย โจร ผู้ น่า สงสาร
โดยได้ประสานความร่วมมือกับสำนักงานป้องกันและบรรเทาสาธารณภัย,โดยได้ประสานความร่วมมือกับสำนักงานป้องกันและบรรเทาสาธารณภัย,โดย ได้ ประสาน ความร่วมมือ กับ สำนักงาน ป้องกัน และ บรรเทา สาธารณภัย,โดย ได้ ประสาน ความร่วมมือ กับ สำนักงาน ป้องกัน และ บรรเทา สาธารณภัย,โดย ได้ ประสาน ความ ร่วมมือ กับ สำนักงานป้องกันและบรรเทาสาธารณภัย,โดย ได้ ประสาน ความ ร่วมมือ กับ สำนักงานป้องกันและบรรเทาสาธารณภัย
เกิดอะไรขึ้นกับเขา,เกิดอะไรขึ้นกับเขา,เกิด อะไร ขึ้นกับ เขา,เกิด อะไร ขึ้นกับ เขา,เกิด อะไร ขึ้น กับ เขา,เกิด อะไร ขึ้น กับ เขา
เราจะทำอะไรกันต่อหลังจากทานอาหารมื้อค่ำเสร็จ,เราจะทำอะไรกันต่อหลังจากทานอาหารมื้อค่ำเสร็จ,เรา จะ ทำ อะไร กัน ต่อ หลังจาก ทานอาหาร มื้อ ค่ำ เสร็จ,เรา จะ ทำ อะไร กัน ต่อ หลังจาก ทานอาหาร มื้อ ค่ำ เสร็จ,เรา จะ ทำ อะไร กัน ต่อ หลัง จาก ทาน อาหาร มื้อ ค่ำ เสร็จ,เรา จะ ทำ อะไร กัน ต่อ หลัง จาก ทาน อาหาร มื้อ ค่ำ เสร็จ
เกิดอะไรขึ้นในร้านทำผมกันแน่,เกิดอะไรขึ้นในร้านทำผมกันแน่,เกิด อะไร ขึ้น ใน ร้าน ทำ ผม กัน แน่,เกิด อะไร ขึ้น ใน ร้าน ทำ ผม กัน แน่,เกิด อะไร ขึ้น ใน ร้าน ทำ ผม กัน แน่,เกิด อะไร ขึ้น ใน ร้าน ทำ ผม กัน แน่
ฉันอยู่ในนิวยอร์กเมื่อความผิดพลาดมาถึง,ฉันอยู่ในนิวยอร์กเมื่อความผิดพลาดมาถึง,ฉัน อยู่ ใน นิวยอร์ก เมื่อ ความผิดพลาด มาถึง,ฉัน อยู่ ใน นิวยอร์ก เมื่อ ความผิดพลาด มาถึง,ฉัน อยู่ ใน นิวยอร์ก เมื่อ ความ ผิดพลาด มา ถึง,ฉัน อยู่ ใน นิวยอร์ก เมื่อ ความ ผิดพลาด มา ถึง
ตู้เสื้อผ้านั่นใหญ่แค่ไหน,ตู้เสื้อผ้านานใหญ่แค่ไหน,ตู้เสื้อผ้า นั่น ใหญ่ แค่ ไหน,ตู้เสื้อผ้า นาน ใหญ่ แค่ ไหน,ตู้ เสื้อผ้า นั่น ใหญ่ แค่ ไหน,ตู้ เสื้อผ้า นาน ใหญ่ แค่ ไหน
เราตอบตกลงไปและเธอก็ดูเหมือนกับว่าอยากจะให้คำตอบเป็นแบบนั้น,เราตอบตกลงไปและเธอก็ดูเหมือนกับว่าอยากจะให้คำตอบเป็นแบบนั้น,เรา ตอบ ตกลง ไป และ เธอ ก็ ดู เหมือนกับ ว่า อยาก จะ ให้ คำตอบ เป็น แบบ นั้น,เรา ตอบ ตกลง ไป และ เธอ ก็ ดู เหมือนกับ ว่า อยาก จะ ให้ คำตอบ เป็น แบบ นั้น,เรา ตอบ ตกลง ไป และ เธอ ก็ ดู เหมือน กับ ว่า อยาก จะ ให้ คำ ตอบ เป็น แบบ นั้น,เรา ตอบ ตกลง ไป และ เธอ ก็ ดู เหมือน กับ ว่า อยาก จะ ให้ คำ ตอบ เป็น แบบ นั้น
ลองดูอีกทีสิแล้วจะรู้ว่าไม่ได้พูดเล่น,ลองดูอีกทีสิแล้วจะรู้ว่าไม่ได้พูดเล่น,ลองดู อีกที สิ แล้ วจะ รู้ ว่าไม่ได้ พูดเล่น,ลองดู อีกที สิ แล้ วจะ รู้ ว่าไม่ได้ พูดเล่น,ลอง ดู อีก ทีสิ แล้ว จะ รู้ ว่า ไม่ ได้ พูด เล่น,ลอง ดู อีก ทีสิ แล้ว จะ รู้ ว่า ไม่ ได้ พูด เล่น
ฉันชอบน้ำผสมสปาร์กลิ้งมากกว่าน้ำเปล่า,ฉันชอบน้ำผสมสปาร์คกลิ้งมากกว่าน้ำเปล่า,ฉัน ชอบ น้ำ ผสม สปาร์ก ลิ้ง มากกว่า น้ำเปล่า,ฉัน ชอบ น้ำ ผสม สปาร์ค กลิ้ง มากกว่า น้ำเปล่า,ฉัน ชอบ น้ำ ผสม สปาร์กลิ้ง มาก กว่า น้ำ เปล่า,ฉัน ชอบ น้ำ ผสม สปาร์ค กลิ้ง มาก กว่า น้ำ เปล่า
ฉันแน่ใจฉันไม่รู้,ฉันแน่ใจฉันไม่รู้,ฉัน แน่ใจ ฉัน ไม่ รู้,ฉัน แน่ใจ ฉัน ไม่ รู้,ฉัน แน่ใจ ฉัน ไม่ รู้,ฉัน แน่ใจ ฉัน ไม่ รู้
มันไม่ใช่เรื่องยากที่จะอ่านความรู้สึกจากการเห็นใบหน้าที่แดงก่ำและสะดุ้งตกใจ,ไม่ใช่เรื่องยากที่จะอ่านความรู้สึกจากการเห็นใบหน้าที่แดงก่ำและสะดุ้งตกใจ,มัน ไม่ ใช่ เรื่อง ยาก ที่จะ อ่าน ความรู้สึก จาก การ เห็น ใบ หน้าที่ แดงก่ำ และ สะดุ้ง ตกใจ,ไม่ ใช่ เรื่อง ยาก ที่จะ อ่าน ความรู้สึก จาก การ เห็น ใบ หน้าที่ แดงก่ำ และ สะดุ้ง ตกใจ,มัน ไม่ ใช่ เรื่อง ยาก ที่ จะ อ่าน ความ รู้สึก จาก การ เห็น ใบ หน้า ที่ แดง ก่ำ และ สะดุ้ง ตกใจ,ไม่ ใช่ เรื่อง ยาก ที่ จะ อ่าน ความ รู้สึก จาก การ เห็น ใบ หน้า ที่ แดง ก่ำ และ สะดุ้ง ตกใจ
ขอเวลาอีกนิดเราอยู่ที่นี่,ขอเวลาอีกนิดเราอยู่ที่นี่,ขอเวลา อีก นิด เรา อยู่ ที่นี่,ขอเวลา อีก นิด เรา อยู่ ที่นี่,ขอ เวลา อีก นิดเรา อยู่ ที่ นี่,ขอ เวลา อีก นิดเรา อยู่ ที่ นี่
ฉันตั้งใจจะอ่านหนังสือเล่มนี้,ฉันตั้งใจจะอ่านหนังสือเล่มนี้,ฉัน ตั้งใจ จะ อ่านหนังสือ เล่ม นี้,ฉัน ตั้งใจ จะ อ่านหนังสือ เล่ม นี้,ฉัน ตั้งใจ จะ อ่าน หนังสือ เล่ม นี้,ฉัน ตั้งใจ จะ อ่าน หนังสือ เล่ม นี้
ฉันคิดว่าเขาโอเค,ฉันคิดว่าเขาโอเค,ฉัน คิด ว่า เขา โอเค,ฉัน คิด ว่า เขา โอเค,ฉัน คิด ว่า เขา โอเค,ฉัน คิด ว่า เขา โอเค
ฟังเพลงเพราะไม่มีโฆษณาคั่น,ฟังเพลงเพราะๆไม่มีโฆษณาคั่น,ฟังเพลง เพราะ ไม่ มี โฆษณา คั่น,ฟังเพลง เพราะ ๆ ไม่ มี โฆษณา คั่น,ฟัง เพลง เพราะ ไม่ มี โฆษณา คั่น,ฟัง เพลง เพราะ ๆ ไม่ มี โฆษณา คั่น
หลายหน่วยงานปกครองในภูมิภาคนี้,หลายหน่วยงานปกครองในภูมิภาคนี้,หลาย หน่วยงาน ปกครอง ใน ภูมิภาค นี้,หลาย หน่วยงาน ปกครอง ใน ภูมิภาค นี้,หลาย หน่วย งาน ปกครอง ใน ภูมิภาค นี้,หลาย หน่วย งาน ปกครอง ใน ภูมิภาค นี้
ฉันเป็นเจ้าของกิจการดูแลสัตว์เล็ก,ฉันเป็นเจ้าของกิจการดูแลสัตว์เล็ก,ฉัน เป็น เจ้าของกิจการ ดูแล สัตว์ เล็ก,ฉัน เป็น เจ้าของกิจการ ดูแล สัตว์ เล็ก,ฉัน เป็น เจ้าของ กิจการ ดูแล สัตว์ เล็ก,ฉัน เป็น เจ้าของ กิจการ ดูแล สัตว์ เล็ก
รู้สึกอย่างไรฉันถาม,รู้สึกอย่างไรฉันถาม,รู้สึก อย่างไร ฉัน ถาม,รู้สึก อย่างไร ฉัน ถาม,รู้สึก อย่าง ไร ฉัน ถาม,รู้สึก อย่าง ไร ฉัน ถาม
เขาพัฒนาซอฟต์แวร์ใช้กับรถยนต์ไร้คนขับ,ขอพัฒนาซอฟแวร์ใช้กับรถยนต์ไร้คนขับ,เขา พัฒนา ซอฟต์แวร์ ใช้กับ รถยนต์ ไร้ คนขับ,ขอ พัฒนา ซอ ฟแวร์ ใช้กับ รถยนต์ ไร้ คนขับ,เขา พัฒนาซอฟต์แวร์ ใช้ กับ รถ ยนต์ ไร้ คน ขับ,ขอ พัฒนาซอฟแวร์ ใช้ กับ รถ ยนต์ ไร้ คน ขับ
มันเป็นวันจันทร์ที่วิเศษในลอนดอน,มันเป็นวันจันทร์ที่พิเศษในลอนดอน,มัน เป็น วัน จันทร์ ที่ วิเศษ ใน ลอนดอน,มัน เป็น วัน จันทร์ ที่ พิเศษ ใน ลอนดอน,มัน เป็น วัน จันทร์ ที่ วิเศษ ใน ลอนดอน,มัน เป็น วัน จันทร์ ที่ พิเศษ ใน ลอนดอน
ปากกาด้ามนั้นไม่ใช่ของฉัน,ประกาศดังนั้นไม่ใช่ของฉัน,ปากกา ด้าม นั้น ไม่ ใช่ ของ ฉัน,ประกาศ ดังนั้น ไม่ ใช่ ของ ฉัน,ปากกา ด้าม นั้น ไม่ ใช่ ของ ฉัน,ประกาศ ดัง นั้น ไม่ ใช่ ของ ฉัน
ดูเขาไว้,สู้เขาไหว,ดู เขา ไว้,สู้ เขา ไหว,ดู เขา ไว้,สู้ เขา ไหว
เป็นไปได้ที่อัลกอริทึมจะยุติธรรม,เป็นไปได้ที่อกูเริ่มจะยุติธรรม,เป็นไป ได้ที่ อัลกอริทึม จะ ยุติธรรม,เป็นไป ได้ที่ อ กู เริ่ม จะ ยุติธรรม,เป็น ไป ได้ ที่ อัลกอริทึม จะ ยุติธรรม,เป็น ไป ได้ ที่ อกู เริ่ม จะ ยุติธรรม
มันคือหนทางในการช่วยเหลือให้หลุดพ้นจากบาปกรรม,นั่นคือหนทางในการช่วยเหลือให้หลุดพ้นจากบาปกรรม,มัน คือ หน ทางใน การ ช่วยเหลือ ให้ หลุดพ้น จาก บาปกรรม,นั่น คือ หน ทางใน การ ช่วยเหลือ ให้ หลุดพ้น จาก บาปกรรม,มัน คือ หนทาง ใน การ ช่วยเหลือ ให้ หลุดพ้น จาก บาปกรรม,นั่น คือ หนทาง ใน การ ช่วยเหลือ ให้ หลุดพ้น จาก บาปกรรม
มอดินแดงเป็นอีกชื่อของมหาวิทยาลัยขอนแก่น,มอดินแดงเป็นอีกชื่อของมหาวิทยาลัยขอนแก่น,มอ ดินแดง เป็น อีก ชื่อ ของ มหาวิทยาลัยขอนแก่น,มอ ดินแดง เป็น อีก ชื่อ ของ มหาวิทยาลัยขอนแก่น,มอดินแดง เป็น อีก ชื่อ ของ มหาวิทยาลัยขอนแก่น,มอดินแดง เป็น อีก ชื่อ ของ มหาวิทยาลัยขอนแก่น
ฉันมองพวกเขาทั้งคู่,ฉันมองพวกเขาทั้งคู่,ฉัน มอง พวกเขา ทั้งคู่,ฉัน มอง พวกเขา ทั้งคู่,ฉัน มอง พวก เขา ทั้ง คู่,ฉัน มอง พวก เขา ทั้ง คู่
ฉันหมายความว่าน่าเสียดาย,ฉันหมายความว่าน่าเสียดาย,ฉัน หมายความว่า น่าเสียดาย,ฉัน หมายความว่า น่าเสียดาย,ฉัน หมาย ความ ว่า น่า เสียดาย,ฉัน หมาย ความ ว่า น่า เสียดาย
ฉันไม่สามารถกลับไปได้แล้ว,ฉันไม่สามารถกลับไปได้แล้ว,ฉัน ไม่ สามารถ กลับ ไป ได้ แล้ว,ฉัน ไม่ สามารถ กลับ ไป ได้ แล้ว,ฉัน ไม่ สามารถ กลับ ไป ได้ แล้ว,ฉัน ไม่ สามารถ กลับ ไป ได้ แล้ว
ลูกค้าจะมาซื้อตั้งแต่เช้าขายแทบไม่ทันเลยทีเดียว,ลูกค้าจะมาซื้อตั้งแต่เช้าขายแทบไม่ทันเลยทีเดียว,ลูกค้า จะ มา ซื้อ ตั้ง แต่เช้า ขาย แทบ ไม่ ทัน เลย ทีเดียว,ลูกค้า จะ มา ซื้อ ตั้ง แต่เช้า ขาย แทบ ไม่ ทัน เลย ทีเดียว,ลูกค้า จะ มา ซื้อ ตั้งแต่ เช้าขาย แทบ ไม่ ทัน เลย ทีเดียว,ลูกค้า จะ มา ซื้อ ตั้งแต่ เช้าขาย แทบ ไม่ ทัน เลย ทีเดียว
ไม่ต้องสงสัยเลยเธอเป็นคนเขียนจดหมายนี้,ไม่ต้องสงสัยเลยเธอเป็นคนเขียนจดหมายนี้,ไม่ต้องสงสัย เลย เธอ เป็น คน เขียนจดหมาย นี้,ไม่ต้องสงสัย เลย เธอ เป็น คน เขียนจดหมาย นี้,ไม่ ต้อง สงสัย เลย เธอ เป็น คน เขียน จดหมาย นี้,ไม่ ต้อง สงสัย เลย เธอ เป็น คน เขียน จดหมาย นี้
บางคนทำผิดพลาดซ้ำแล้วซ้ำอีก,บางคนทำผิดพลาดซ้ำแล้วซ้ำอีก,บางคน ทำ ผิดพลาด ซ้ำแล้วซ้ำอีก,บางคน ทำ ผิดพลาด ซ้ำแล้วซ้ำอีก,บาง คน ทำ ผิดพลาด ซ้ำแล้วซ้ำอีก,บาง คน ทำ ผิดพลาด ซ้ำแล้วซ้ำอีก
สวัสดีเบอร์ตี้ที่รัก,สวัสดีเบอร์ตี้ที่รัก,สวัสดี เบอร์ ตี้ ที่รัก,สวัสดี เบอร์ ตี้ ที่รัก,สวัสดี เบอร์ตี้ ที่รัก,สวัสดี เบอร์ตี้ ที่รัก
แต่เขาฝันว่าเขาเป็นอมตะฉันแย้งอย่างอ่อนแรง,จะเข้าฝันพวกเขาเป็นอมตะฉันแย้งอย่างอ่อนแรง,แต่ เขา ฝัน ว่า เขา เป็น อมตะ ฉัน แย้ง อย่าง อ่อนแรง,จะ เข้าฝัน พวกเขา เป็น อมตะ ฉัน แย้ง อย่าง อ่อนแรง,แต่ เขา ฝัน ว่า เขา เป็น อมตะฉัน แย้ง อย่าง อ่อนแรง,จะ เข้า ฝัน พวก เขา เป็น อมตะฉัน แย้ง อย่าง อ่อนแรง
เขาไม่ได้โจมตีมันเช่นกัน,คไม่ได้โจมตีมันเช่นกัน,เขา ไม่ ได้ โจมตี มัน เช่นกัน,ค ไม่ ได้ โจมตี มัน เช่นกัน,เขา ไม่ ได้ โจมตี มัน เช่น กัน,คไม่ ได้ โจมตี มัน เช่น กัน
เห็นได้ชัดว่านี่เป็นพื้นที่ที่ร่ำรวย,เห็นได้ชัดว่านี่เป็นพื้นที่ที่ร่ำรวย,เห็นได้ชัด ว่า นี่ เป็น พื้นที่ ที่ ร่ำรวย,เห็นได้ชัด ว่า นี่ เป็น พื้นที่ ที่ ร่ำรวย,เห็น ได้ ชัด ว่า นี่ เป็น พื้นที่ ที่ ร่ำรวย,เห็น ได้ ชัด ว่า นี่ เป็น พื้นที่ ที่ ร่ำรวย
ฉันกล้าพูดว่าฉันทำ,ฉันกล้าพูดว่าฉันทำ,ฉัน กล้า พูดว่า ฉัน ทำ,ฉัน กล้า พูดว่า ฉัน ทำ,ฉัน กล้า พูด ว่า ฉัน ทำ,ฉัน กล้า พูด ว่า ฉัน ทำ
เมื่อฉันเป็นหมอฉันก็เป็นแบบนี้เสมอ,เมื่อฉันเป็นหมอฉันก็เป็นแบบนี้เสมอ,เมื่อ ฉัน เป็น หมอ ฉัน ก็ เป็น แบบนี้ เสมอ,เมื่อ ฉัน เป็น หมอ ฉัน ก็ เป็น แบบนี้ เสมอ,เมื่อ ฉัน เป็น หมอ ฉัน ก็ เป็น แบบ นี้ เสมอ,เมื่อ ฉัน เป็น หมอ ฉัน ก็ เป็น แบบ นี้ เสมอ
ออกไปจากตรงนั้นซะราชินีกรีดร้องออกมา,ออกไปจากตรงนั้นซะ,ออก ไป จาก ตรงนั้น ซะ ราชินี กรีดร้อง ออกมา,ออก ไป จาก ตรงนั้น ซะ,ออก ไป จาก ตรง นั้น ซะ ราชินี กรีด ร้อง ออก มา,ออก ไป จาก ตรง นั้น ซะ
คุณเห็นมันไหม,คุณเห็นไหม,คุณ เห็น มัน ไหม,คุณ เห็น ไหม,คุณ เห็น มัน ไหม,คุณ เห็น ไหม
มีชายสูงอายุที่อุ้มแมวไว้บนตักนั่งอยู่ติดกับฉัน,มีชายสูงอายุที่อุ้มแมวบนตักนั่งอยู่ติดกับฉัน,มี ชาย สูงอายุ ที่ อุ้ม แมว ไว้ บน ตัก นั่ง อยู่ ติดกับ ฉัน,มี ชาย สูงอายุ ที่ อุ้ม แมว บน ตัก นั่ง อยู่ ติดกับ ฉัน,มี ชาย สูง อายุ ที่ อุ้ม แมว ไว้ บน ตัก นั่ง อยู่ ติด กับ ฉัน,มี ชาย สูง อายุ ที่ อุ้ม แมว บน ตัก นั่ง อยู่ ติด กับ ฉัน
คุณจะให้เราเรียกคุณว่าอะไร,คุณจะให้เราเรียกคุณว่าอะไร,คุณ จะ ให้ เรา เรียก คุณ ว่า อะไร,คุณ จะ ให้ เรา เรียก คุณ ว่า อะไร,คุณ จะ ให้ เรา เรียก คุณ ว่า อะไร,คุณ จะ ให้ เรา เรียก คุณ ว่า อะไร
ฉันซื้อที่นั่งเอนหลังแบบสั่งทำ,ฉันซื้อที่นั่งเอนหลังแบบสั่งทำ,ฉัน ซื้อ ที่นั่ง เอนหลัง แบบ สั่งทำ,ฉัน ซื้อ ที่นั่ง เอนหลัง แบบ สั่งทำ,ฉัน ซื้อ ที่ นั่ง เอน หลัง แบบ สั่ง ทำ,ฉัน ซื้อ ที่ นั่ง เอน หลัง แบบ สั่ง ทำ
ฉันคิดว่าเราจบกับเขาแล้ว,ฉันคิดว่าเราจบกับเขาแล้ว,ฉัน คิด ว่า เรา จบ กับ เขา แล้ว,ฉัน คิด ว่า เรา จบ กับ เขา แล้ว,ฉัน คิด ว่า เรา จบ กับ เขา แล้ว,ฉัน คิด ว่า เรา จบ กับ เขา แล้ว
แรงงานที่มีทักษะต่ำมีความเสี่ยงที่จะถูกแทนที่ด้วยระบบอัตโนมัติ,แรงงานที่มีทักษะต่ำมีความเสี่ยงที่จะถูกแทนที่ด้วยระบบอัตโนมัติ,แรงงาน ที่ มี ทักษะ ต่ำ มี ความเสี่ยง ที่จะ ถูก แทนที่ ด้วย ระบบ อัตโนมัติ,แรงงาน ที่ มี ทักษะ ต่ำ มี ความเสี่ยง ที่จะ ถูก แทนที่ ด้วย ระบบ อัตโนมัติ,แรงงาน ที่ มี ทักษะ ต่ำ มี ความ เสี่ยง ที่ จะ ถูก แทน ที่ ด้วย ระบบ อัตโนมัติ,แรงงาน ที่ มี ทักษะ ต่ำ มี ความ เสี่ยง ที่ จะ ถูก แทน ที่ ด้วย ระบบ อัตโนมัติ
เด็กคนนี้กำลังจะเข้าสู่วัยสองขวบสุดป่วน,เด็กคนนี้กำลังจะเข้าสู่วัยสองขวบสุดป่วน,เด็ก คน นี้ กำลังจะ เข้าสู่ วัย สอง ขวบ สุด ป่วน,เด็ก คน นี้ กำลังจะ เข้าสู่ วัย สอง ขวบ สุด ป่วน,เด็ก คน นี้ กำลัง จะ เข้า สู่ วัย สอง ขวบ สุด ป่วน,เด็ก คน นี้ กำลัง จะ เข้า สู่ วัย สอง ขวบ สุด ป่วน
ฉันไม่เข้าใจมัน,ฉันไม่เข้าใจมัน,ฉัน ไม่ เข้าใจ มัน,ฉัน ไม่ เข้าใจ มัน,ฉัน ไม่ เข้าใจ มัน,ฉัน ไม่ เข้าใจ มัน
เขาสร้างบ้านนี้ได้อย่างไร,ก่อสร้างบ้านนี้ได้อย่างไร,เขา สร้างบ้าน นี้ ได้ อย่างไร,ก่อ สร้างบ้าน นี้ ได้ อย่างไร,เขา สร้าง บ้าน นี้ ได้ อย่าง ไร,ก่อสร้าง บ้าน นี้ ได้ อย่าง ไร
ไม่ต้องรอจนกว่าจะถึงวันพรุ่งนี้สิ่งที่คุณสามารถทำได้ในวันนี้,ไม่ต้องรอจนกว่าจะถึงวันพรุ่งนี้สิ่งที่คุณสามารถทำได้ในวันนี้,ไม่ต้อง รอ จนกว่า จะ ถึง วันพรุ่งนี้ สิ่ง ที่ คุณ สามารถ ทำได้ ใน วันนี้,ไม่ต้อง รอ จนกว่า จะ ถึง วันพรุ่งนี้ สิ่ง ที่ คุณ สามารถ ทำได้ ใน วันนี้,ไม่ ต้อง รอ จนกว่า จะ ถึง วัน พรุ่ง นี้ สิ่ง ที่ คุณ สามารถ ทำ ได้ ใน วัน นี้,ไม่ ต้อง รอ จนกว่า จะ ถึง วัน พรุ่ง นี้ สิ่ง ที่ คุณ สามารถ ทำ ได้ ใน วัน นี้
ลาวแผ่นดินไหวไม่หยุด,ลาวแผ่นดินไหวไม่หยุด,ลาว แผ่นดินไหว ไม่ หยุด,ลาว แผ่นดินไหว ไม่ หยุด,ลาว แผ่นดิน ไหว ไม่ หยุด,ลาว แผ่นดิน ไหว ไม่ หยุด
ฉันไม่ควรพูด,ฉันไม่ควรพูด,ฉัน ไม่ ควร พูด,ฉัน ไม่ ควร พูด,ฉัน ไม่ ควร พูด,ฉัน ไม่ ควร พูด
เธอควรจะบอกอะไรเขา,เธอควรจะบอกอะไรเขา,เธอ ควรจะ บอก อะไร เขา,เธอ ควรจะ บอก อะไร เขา,เธอ ควร จะ บอก อะไร เขา,เธอ ควร จะ บอก อะไร เขา
อย่าให้อาหารนกพิราบไม่งั้นมันจะหลอกหลอนคุณตลอดไป,อยากให้อาหารนกพิราบไม่งั้นมันจะหลอกหลอนคุณตลอดไป,อย่า ให้อาหาร นก พิราบ ไม่งั้น มัน จะ หลอกหลอน คุณ ตลอดไป,อยาก ให้อาหาร นก พิราบ ไม่งั้น มัน จะ หลอกหลอน คุณ ตลอดไป,อย่า ให้ อาหาร นก พิราบ ไม่ งั้น มัน จะ หลอกหลอน คุณ ตลอด ไป,อยาก ให้ อาหาร นก พิราบ ไม่ งั้น มัน จะ หลอกหลอน คุณ ตลอด ไป
ในนามของสเปนและโปรตุเกส,ในนามของสเปนและโปรตุเกส,ในนามของ สเปน และ โปรตุเกส,ในนามของ สเปน และ โปรตุเกส,ใน นาม ของ สเปน และ โปรตุเกส,ใน นาม ของ สเปน และ โปรตุเกส
ฉันคิดว่าคุณไปตัดผมมา,ฉันคิดว่าคุณไปตัดผมมา,ฉัน คิด ว่า คุณ ไป ตัดผม มา,ฉัน คิด ว่า คุณ ไป ตัดผม มา,ฉัน คิด ว่า คุณ ไป ตัด ผม มา,ฉัน คิด ว่า คุณ ไป ตัด ผม มา
วันเกิดของนิโคลอยู่ในเดือนสิงหาคม,วันเกิดของนิโคอยู่ในเดือนสิงหาคม,วันเกิด ของ นิ โคล อยู่ ใน เดือน สิงหาคม,วันเกิด ของ นิ โค อยู่ ใน เดือน สิงหาคม,วัน เกิด ของ นิโคล อยู่ ใน เดือน สิงหาคม,วัน เกิด ของ นิโค อยู่ ใน เดือน สิงหาคม
รับคาปูชิโน่ไหม,รับคาปูชิโนไหม,รับ คา ปู ชิ โน่ ไหม,รับ คาปูชิโน ไหม,รับคาปูชิโน่ไหม,รับคาปูชิโน ไหม
ฉันถามคำถามงี่เง่าไม่กี่ข้อและในไม่ช้าพวกเขาก็เตะฉันออกมา,ฉันถามคำถามงี่เง่าไม่กี่ข้อและในไม่ช้าพวกเขาก็เตะฉันออกมา,ฉัน ถาม คำถาม งี่เง่า ไม่ กี่ ข้อ และ ในไม่ช้า พวกเขา ก็ เตะ ฉัน ออกมา,ฉัน ถาม คำถาม งี่เง่า ไม่ กี่ ข้อ และ ในไม่ช้า พวกเขา ก็ เตะ ฉัน ออกมา,ฉัน ถาม คำ ถาม งี่ เง่า ไม่ กี่ ข้อ และ ใน ไม่ ช้า พวก เขา ก็ เตะ ฉัน ออก มา,ฉัน ถาม คำ ถาม งี่ เง่า ไม่ กี่ ข้อ และ ใน ไม่ ช้า พวก เขา ก็ เตะ ฉัน ออก มา
ไม่มีเครื่องเกาะ,ไม่มีเครื่องก็,ไม่ มี เครื่อง เกาะ,ไม่ มี เครื่อง ก็,ไม่ มี เครื่อง เกาะ,ไม่ มี เครื่อง ก็
ฉันถือลูกบอลจ้า,ฉันถือลูกบอลจ้า,ฉัน ถือ ลูกบอล จ้า,ฉัน ถือ ลูกบอล จ้า,ฉัน ถือ ลูกบอล จ้า,ฉัน ถือ ลูกบอล จ้า
พวกเขาขี่จักรยานบนเส้นทางเดินป่า,พวกเขาขี่จักรยานบนเส้นทางเดินป่า,พวกเขา ขี่ จักรยาน บน เส้นทาง เดินป่า,พวกเขา ขี่ จักรยาน บน เส้นทาง เดินป่า,พวก เขา ขี่ จักรยาน บน เส้นทาง เดิน ป่า,พวก เขา ขี่ จักรยาน บน เส้นทาง เดิน ป่า
พรรคปฏิเสธการเล่นที่ไม่เหมาะสมและปกป้องตำแหน่งของพวกเขาอย่างจริงจัง,พรรคปฏิเสธการเล่นที่ไม่เหมาะสมและปกป้องตำแหน่งของพวกเขาอย่างจริงจัง,พรรค ปฏิเสธ การ เล่น ที่ ไม่ เหมาะสม และ ปกป้อง ตำแหน่ง ของ พวกเขา อย่าง จริงจัง,พรรค ปฏิเสธ การ เล่น ที่ ไม่ เหมาะสม และ ปกป้อง ตำแหน่ง ของ พวกเขา อย่าง จริงจัง,พรรค ปฏิเสธ การ เล่น ที่ ไม่ เหมาะสม และ ปกป้อง ตำแหน่ง ของ พวก เขา อย่าง จริงจัง,พรรค ปฏิเสธ การ เล่น ที่ ไม่ เหมาะสม และ ปกป้อง ตำแหน่ง ของ พวก เขา อย่าง จริงจัง
คุณไปไหนมาเมื่อบ่าย,คุณไปไหนมาเมื่อบ่าย,คุณ ไป ไหน มา เมื่อ บ่าย,คุณ ไป ไหน มา เมื่อ บ่าย,คุณ ไป ไหน มา เมื่อ บ่าย,คุณ ไป ไหน มา เมื่อ บ่าย
คุณได้ให้การอะไรกับตำรวจหรือไม่,คุณได้ให้การอะไรกับตำรวจหรือไม่,คุณ ได้ ให้การ อะไร กับ ตำรวจ หรือไม่,คุณ ได้ ให้การ อะไร กับ ตำรวจ หรือไม่,คุณ ได้ ให้การ อะไร กับ ตำรวจ หรือ ไม่,คุณ ได้ ให้การ อะไร กับ ตำรวจ หรือ ไม่
